Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Ganancia,Método,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
31069.23,2023-07-03 15:34:43.649207,31072.01,2023-07-03 15:35:10.352472,0.2779999999998836,1G,30,0.02,-10,15,30,5,15,5,30,10,3.541437
31014.8,2023-07-03 15:37:37.357075,31021.49,2023-07-03 15:37:38.231558,0.6690000000002329,1G,30,0.02,-10,15,30,5,15,5,30,10,5.655009
30982.12,2023-07-03 15:39:03.566469,31014.89,2023-07-03 15:40:18.496535,3.2770000000000437,1G,30,0.02,-10,15,30,5,15,5,30,10,2.824392
31045.59,2023-07-03 15:43:00.402736,31069.49,2023-07-03 15:43:09.216461,2.390000000000146,1G,30,0.02,-10,15,30,5,15,5,30,10,2.783112
31090.55,2023-07-03 15:46:26.848028,31094.86,2023-07-03 15:46:31.477976,0.431000000000131,2G,30,0.02,-10,15,30,5,15,5,30,10,2.405973
31059.61,2023-07-03 15:52:10.371486,31059.99,2023-07-03 15:52:10.965952,0.03800000000010187,2G,30,0.02,-10,15,30,5,15,5,30,10,18.764826
31060.0,2023-07-03 15:52:11.832471,31073.2,2023-07-03 15:52:20.991268,1.320000000000073,2G,30,0.02,-10,15,30,5,15,5,30,10,19.965685
31064.44,2023-07-03 15:52:52.193108,31070.0,2023-07-03 15:53:17.590393,0.556000000000131,2G,30,0.02,-10,15,30,5,15,5,30,10,29.230219
31041.98,2023-07-03 15:54:14.618038,31055.14,2023-07-03 15:54:19.064267,1.3159999999999856,1G,30,0.02,-10,15,30,5,15,5,30,10,3.483816
31047.62,2023-07-03 15:55:24.244803,31066.81,2023-07-03 15:56:04.221060,1.919000000000233,1G,30,0.02,-10,15,30,5,15,5,30,10,3.86585
31034.9,2023-07-03 15:58:23.736949,31048.15,2023-07-03 15:58:45.858190,1.3250000000000002,1G,30,0.02,-10,15,30,5,15,5,30,10,4.084563
31055.94,2023-07-03 15:59:17.337860,31063.22,2023-07-03 15:59:25.356892,0.7280000000002474,2G,30,0.02,-10,15,30,5,15,5,30,10,3.956846
31074.0,2023-07-03 16:00:05.314508,31078.0,2023-07-03 16:00:09.512888,0.4,2G,30,0.02,-10,15,30,5,15,5,30,10,3.690478
31060.03,2023-07-03 16:01:06.217466,31069.35,2023-07-03 16:01:37.397294,0.931999999999971,1G,30,0.02,-10,15,30,5,15,5,30,10,3.6814400000000003
31096.02,2023-07-03 16:02:52.530516,31108.94,2023-07-03 16:03:08.938347,1.2919999999998255,2G,30,0.02,-10,15,30,5,15,5,30,10,18.26704
30990.46,2023-07-03 16:06:18.383990,30997.5,2023-07-03 16:06:19.238869,0.7040000000000873,1G,30,0.02,-10,15,30,5,15,5,30,10,27.437319
30978.6,2023-07-03 16:06:48.864386,30982.36,2023-07-03 16:06:56.436198,0.3760000000002037,2G,30,0.02,-10,15,30,5,15,5,30,10,9.557988
30982.39,2023-07-03 16:06:57.457615,30986.77,2023-07-03 16:06:58.363959,0.43800000000010186,2G,30,0.02,-10,15,30,5,15,5,30,10,5.051343
