Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Ganancia,Ganancia 0.01,Costo_Compra,Costo_Venta,Costo_xTrade
30360.99,2023-07-05 13:56:43.829640,30362.19,2023-07-05 13:57:13.248152,0.005999999999985448
30357.69,2023-07-05 14:00:31.904755,30359.44,2023-07-05 14:01:03.771887,0.00875
30364.87,2023-07-05 14:01:27.189586,30366.48,2023-07-05 14:01:44.493133,0.00805000000000291
30368.27,2023-07-05 14:01:48.660106,30369.12,2023-07-05 14:01:57.352091,0.004249999999992724
30370.83,2023-07-05 14:02:13.326718,30372.51,2023-07-05 14:02:25.918397,0.008399999999983266
30375.0,2023-07-05 14:02:30.439763,30380.57,2023-07-05 14:02:56.817671,0.027849999999998546
30384.59,2023-07-05 14:03:09.789624,30409.21,2023-07-05 14:03:49.416025,0.12309999999999491
30405.57,2023-07-05 14:04:30.313885,30406.3,2023-07-05 14:05:08.628949,0.0036499999999978173
30372.25,2023-07-05 14:07:17.611176,30380.44,2023-07-05 14:07:56.599783,0.04094999999999345
30334.02,2023-07-05 14:11:51.800280,30339.28,2023-07-05 14:12:47.918800,0.026299999999991996
30337.44,2023-07-05 14:13:17.244,30344.36,2023-07-05 14:14:34.537256,0.034600000000009457
30346.24,2023-07-05 14:15:09.169855,30357.37,2023-07-05 14:15:35.505855,0.055649999999986904
30359.72,2023-07-05 14:16:15.199153,30376.12,2023-07-05 14:17:02.845511,0.08199999999998908
30378.9,2023-07-05 14:17:12.850405,30394.55,2023-07-05 14:17:43.808790,0.07824999999998909
30418.21,2023-07-05 14:18:35.291355,30429.33,2023-07-05 14:19:10.591935,0.0556000000000131
30384.24,2023-07-05 14:22:25.682270,30395.93,2023-07-05 14:23:04.997623,0.05844999999999345
30405.71,2023-07-05 14:23:21.954024,30409.99,2023-07-05 14:23:52.473634,0.02140000000001237
30385.21,2023-07-05 14:25:43.863695,30390.51,2023-07-05 14:26:35.424304,0.026499999999996363
30387.83,2023-07-05 14:27:53.047920,30388.31,2023-07-05 14:28:52.982805,0.002399999999997817
30392.87,2023-07-05 14:29:08.933671,30401.93,2023-07-05 14:29:48.485749,0.04530000000000655
30403.52,2023-07-05 14:30:27.891879,30406.92,2023-07-05 14:30:58.505326,0.016999999999989086
30412.64,2023-07-05 14:31:44.226085,30421.06,2023-07-05 14:32:08.467240,0.042100000000009456
30432.24,2023-07-05 14:32:56.294544,30435.92,2023-07-05 14:33:13.594641,0.018399999999983267
