Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Perdida
1960.03,2023-07-04 11:53:55.676373,1959.81,2023-07-04 11:56:27.936172,-0.02200000000000273,SEÑAL
1959.44,2023-07-04 11:57:11.062813,1958.89,2023-07-04 11:57:16.035180,-0.054999999999995455,SEÑAL
1959.0,2023-07-04 11:57:16.913854,1958.89,2023-07-04 11:57:17.096683,-0.010999999999989997,SEÑAL
1961.0,2023-07-04 12:06:29.303815,1960.96,2023-07-04 12:06:40.150226,-0.003999999999996362,SEÑAL
1961.16,2023-07-04 12:07:39.428703,1961.07,2023-07-04 12:07:49.901903,-0.009000000000014552,SEÑAL
1961.04,2023-07-04 12:10:20.210893,1960.73,2023-07-04 12:11:09.246063,-0.030999999999994546,SEÑAL
1960.22,2023-07-04 12:15:31.491728,1960.16,2023-07-04 12:16:14.604695,-0.0059999999999945436,SEÑAL
1958.91,2023-07-04 12:22:49.704713,1958.65,2023-07-04 12:23:28.197314,-0.025999999999999093,SEÑAL
1958.92,2023-07-04 12:24:00.292880,1958.45,2023-07-04 12:24:27.243584,-0.047000000000002734,SEÑAL
1958.2,2023-07-04 12:25:04.720806,1957.81,2023-07-04 12:25:31.574567,-0.039000000000010006,SEÑAL
1957.57,2023-07-04 12:26:06.850221,1957.14,2023-07-04 12:26:12.223856,-0.042999999999983635,SEÑAL
1957.18,2023-07-04 12:26:13.185675,1957.14,2023-07-04 12:26:13.638947,-0.003999999999996362,SEÑAL
1957.19,2023-07-04 12:26:33.703523,1956.81,2023-07-04 12:27:33.350308,-0.038000000000010914,SEÑAL
1956.63,2023-07-04 12:34:02.781095,1956.11,2023-07-04 12:34:24.132758,-0.05200000000002092,SEÑAL
1955.93,2023-07-04 12:34:45.732762,1955.35,2023-07-04 12:35:07.443912,-0.05800000000001546,SEÑAL
1955.7,2023-07-04 12:37:21.747236,1955.69,2023-07-04 12:37:22.200191,-0.0009999999999990906,SEÑAL
1956.24,2023-07-04 12:41:15.044386,1956.0,2023-07-04 12:42:41.013551,-0.02400000000000091,SEÑAL
1955.71,2023-07-04 12:46:38.220675,1955.48,2023-07-04 12:47:16.003776,-0.02300000000000182,SEÑAL
1955.74,2023-07-04 12:47:21.157257,1955.69,2023-07-04 12:47:48.272132,-0.0049999999999954525,SEÑAL
1958.3,2023-07-04 12:53:42.254803,1958.27,2023-07-04 12:53:58.459740,-0.0029999999999972718,SEÑAL
1958.3,2023-07-04 12:57:01.283338,1958.29,2023-07-04 12:57:06.478048,-0.0009999999999990906,SEÑAL
1958.3,2023-07-04 12:57:21.462303,1958.28,2023-07-04 12:57:21.642923,-0.001999999999998181,SEÑAL
1958.29,2023-07-04 12:57:28.362442,1958.2,2023-07-04 12:57:38.951871,-0.008999999999991815,SEÑAL
1958.0,2023-07-04 13:03:12.865071,1957.74,2023-07-04 13:03:18.005222,-0.025999999999999093,SEÑAL
1956.84,2023-07-04 13:03:50.208356,1956.5,2023-07-04 13:05:28.350154,-0.033999999999991815,SEÑAL
1956.93,2023-07-04 13:11:15.300232,1956.84,2023-07-04 13:11:52.954743,-0.009000000000014552,SEÑAL
1956.84,2023-07-04 13:12:30.726128,1956.83,2023-07-04 13:12:35.870234,-0.0009999999999990906,SEÑAL
1956.85,2023-07-04 13:14:46.698854,1956.84,2023-07-04 13:16:00.731444,-0.0009999999999990906,SEÑAL
1958.69,2023-07-04 13:21:27.650208,1958.42,2023-07-04 13:21:48.902438,-0.02699999999999818,SEÑAL
1958.43,2023-07-04 13:22:39.240390,1958.28,2023-07-04 13:22:50.184922,-0.015000000000009096,SEÑAL
1957.97,2023-07-04 13:23:33.149721,1957.92,2023-07-04 13:24:33.430988,-0.0049999999999954525,SEÑAL
1955.63,2023-07-04 13:31:12.003809,1955.22,2023-07-04 13:31:17.666156,-0.04100000000000819,SEÑAL
1955.21,2023-07-04 13:31:18.541698,1955.14,2023-07-04 13:31:18.993792,-0.006999999999993634,SEÑAL
1955.02,2023-07-04 13:31:20.019665,1955.0,2023-07-04 13:31:20.474732,-0.001999999999998181,SEÑAL
1957.31,2023-07-04 13:37:06.718593,1956.76,2023-07-04 13:37:17.581931,-0.054999999999995455,SEÑAL
1956.81,2023-07-04 13:47:00.322921,1956.77,2023-07-04 13:48:34.179517,-0.003999999999996362,SEÑAL
1955.4,2023-07-04 13:51:50.095489,1955.06,2023-07-04 13:52:41.623480,-0.03400000000001455,SEÑAL
1955.28,2023-07-04 13:52:52.294644,1954.57,2023-07-04 13:53:11.913759,-0.07100000000000364,SEÑAL
1953.92,2023-07-04 13:53:33.320057,1953.38,2023-07-04 13:53:38.851653,-0.05399999999999636,SEÑAL
1953.47,2023-07-04 13:53:39.755564,1953.35,2023-07-04 13:53:40.208247,-0.012000000000011824,SEÑAL
1907.29,2023-07-05 14:20:51.426772,1906.81,2023-07-05 14:22:03.200483,-0.04800000000000182,SEÑAL
1908.0,2023-07-05 14:23:35.778228,1907.64,2023-07-05 14:24:08.656317,-0.03599999999999,SEÑAL
1906.86,2023-07-05 14:25:08.929403,1906.26,2023-07-05 14:25:19.891086,-0.05999999999999091,SEÑAL
1907.17,2023-07-05 14:26:55.080907,1906.71,2023-07-05 14:27:20.812842,-0.04600000000000364,SEÑAL
1907.44,2023-07-05 14:30:59.271348,1907.43,2023-07-05 14:31:09.008836,-0.0009999999999990906,SEÑAL
1908.1,2023-07-05 14:31:46.574394,1908.03,2023-07-05 14:32:08.837275,-0.006999999999993634,SEÑAL
1908.42,2023-07-05 14:32:19.254313,1908.41,2023-07-05 14:32:30.153625,-0.0009999999999990906,SEÑAL
1908.97,2023-07-05 14:32:56.934549,1908.92,2023-07-05 14:33:14.231127,-0.0049999999999954525,SEÑAL
1909.07,2023-07-05 14:33:48.253429,1908.95,2023-07-05 14:33:53.536679,-0.011999999999989087,SEÑAL
1909.0,2023-07-05 14:35:45.872167,1908.67,2023-07-05 14:36:14.237248,-0.03299999999999272,SEÑAL
1908.39,2023-07-05 14:37:09.299491,1908.24,2023-07-05 14:38:02.999952,-0.015000000000009096,SEÑAL
1911.28,2023-07-05 14:42:52.162321,1911.17,2023-07-05 14:43:08.636282,-0.010999999999989997,SEÑAL
1910.98,2023-07-05 14:45:56.349055,1910.59,2023-07-05 14:46:17.521230,-0.039000000000010006,SEÑAL
1909.27,2023-07-05 14:47:24.680319,1908.19,2023-07-05 14:47:40.656680,-0.10799999999999273,SEÑAL
1910.48,2023-07-05 14:52:40.427680,1910.32,2023-07-05 14:52:51.328333,-0.016000000000008185,SEÑAL
1911.56,2023-07-05 14:55:03.025926,1911.55,2023-07-05 14:55:08.597692,-0.0009999999999990906,SEÑAL
1911.19,2023-07-05 14:58:41.211296,1911.0,2023-07-05 14:59:19.990544,-0.019000000000005457,SEÑAL
1910.08,2023-07-05 15:01:46.702677,1909.05,2023-07-05 15:02:35.012304,-0.10299999999999727,SEÑAL
1909.51,2023-07-05 15:02:40.537318,1909.35,2023-07-05 15:03:41.364909,-0.016000000000008185,SEÑAL
1908.76,2023-07-05 15:08:31.052394,1908.45,2023-07-05 15:08:41.734812,-0.030999999999994546,SEÑAL
1907.44,2023-07-05 15:09:56.919470,1906.61,2023-07-05 15:10:14.066083,-0.08300000000001546,SEÑAL
1907.4,2023-07-05 15:10:25.025297,1907.26,2023-07-05 15:11:09.044582,-0.014000000000010004,SEÑAL
1907.9,2023-07-05 15:11:30.476752,1907.89,2023-07-05 15:11:57.496742,-0.0009999999999990906,SEÑAL
1908.0,2023-07-05 15:12:41.547552,1907.57,2023-07-05 15:12:57.612267,-0.043000000000006366,SEÑAL
1907.78,2023-07-05 15:13:40.808406,1907.59,2023-07-05 15:14:08.902829,-0.019000000000005457,SEÑAL
1906.75,2023-07-05 15:14:46.300692,1906.29,2023-07-05 15:14:51.711834,-0.04600000000000364,SEÑAL
1906.47,2023-07-05 15:15:15.050969,1906.25,2023-07-05 15:16:25.157226,-0.02200000000000273,SEÑAL
1906.52,2023-07-05 15:16:35.500571,1906.44,2023-07-05 15:16:40.955701,-0.007999999999992725,SEÑAL
1905.9,2023-07-05 15:17:09.015601,1905.05,2023-07-05 15:17:41.329534,-0.08500000000001365,SEÑAL
1904.43,2023-07-05 15:18:02.814274,1903.95,2023-07-05 15:18:10.556754,-0.04800000000000182,SEÑAL
1907.36,2023-07-05 15:21:52.433240,1906.53,2023-07-05 15:22:08.743825,-0.08299999999999273,SEÑAL
1906.59,2023-07-05 15:24:29.980467,1906.34,2023-07-05 15:25:02.221123,-0.025,SEÑAL
1905.78,2023-07-05 15:25:40.825058,1905.2,2023-07-05 15:26:14.546035,-0.057999999999992724,SEÑAL
1902.95,2023-07-05 15:31:09.025301,1902.33,2023-07-05 15:31:14.442111,-0.06200000000001182,SEÑAL
1902.61,2023-07-05 15:31:35.978489,1902.2,2023-07-05 15:32:40.838344,-0.04099999999998545,SEÑAL
1901.22,2023-07-05 15:34:13.916713,1900.97,2023-07-05 15:34:51.606599,-0.025,SEÑAL
1901.43,2023-07-05 15:35:18.815427,1901.27,2023-07-05 15:35:50.888735,-0.016000000000008185,SEÑAL
1902.05,2023-07-05 15:36:19.192352,1901.42,2023-07-05 15:36:35.649523,-0.06299999999998818,SEÑAL
1899.28,2023-07-05 15:38:03.464289,1898.17,2023-07-05 15:38:35.507730,-0.11099999999999,SEÑAL
1899.02,2023-07-05 15:38:45.978341,1897.67,2023-07-05 15:38:56.721626,-0.1349999999999909,SEÑAL
1897.62,2023-07-05 15:39:20.114431,1896.05,2023-07-05 15:39:36.165424,-0.15699999999999364,SEÑAL
1896.52,2023-07-05 15:39:41.292377,1896.02,2023-07-05 15:40:08.954246,-0.05,SEÑAL
1909.87,2023-07-05 18:42:29.793920,1909.86,2023-07-05 18:42:40.572390,-0.0009999999999990906,SEÑAL
1909.2,2023-07-05 18:43:58.122187,1909.02,2023-07-05 18:44:51.352135,-0.01800000000000637,SEÑAL
1910.41,2023-07-05 18:48:54.530011,1910.37,2023-07-05 18:49:49.535310,-0.004000000000019099,SEÑAL
1910.26,2023-07-05 18:50:37.699656,1909.63,2023-07-05 18:51:13.823060,-0.06299999999998818,SEÑAL
1909.82,2023-07-05 18:51:45.587648,1909.49,2023-07-05 18:52:52.220866,-0.03299999999999272,SEÑAL
1909.82,2023-07-05 18:53:26.391620,1909.42,2023-07-05 18:54:14.115049,-0.03999999999998636,SEÑAL
1909.58,2023-07-05 18:56:56.562627,1909.21,2023-07-05 18:58:33.357199,-0.03699999999998909,SEÑAL
1909.57,2023-07-05 18:59:13.845282,1909.56,2023-07-05 19:00:13.987370,-0.0009999999999990906,SEÑAL
1909.39,2023-07-05 19:00:56.837703,1909.0,2023-07-05 19:01:30.621519,-0.039000000000010006,SEÑAL
1909.1,2023-07-05 19:01:35.929031,1908.77,2023-07-05 19:02:08.130489,-0.03299999999999272,SEÑAL
1909.05,2023-07-05 19:02:29.592771,1908.71,2023-07-05 19:03:02.513139,-0.033999999999991815,SEÑAL
1908.32,2023-07-05 19:03:52.134023,1908.01,2023-07-05 19:04:29.391424,-0.030999999999994546,SEÑAL
1911.45,2023-07-05 19:11:51.969688,1911.06,2023-07-05 19:12:09.061829,-0.039000000000010006,SEÑAL
1911.21,2023-07-05 19:12:53.550566,1911.2,2023-07-05 19:13:30.154518,-0.0009999999999990906,SEÑAL
1911.75,2023-07-05 19:13:47.229564,1911.65,2023-07-05 19:14:07.830112,-0.009999999999990905,SEÑAL
1911.66,2023-07-05 19:20:25.930930,1910.98,2023-07-05 19:20:31.239658,-0.06800000000000637,SEÑAL
1910.16,2023-07-05 19:26:35.695205,1909.77,2023-07-05 19:26:52.414938,-0.039000000000010006,SEÑAL
1911.06,2023-07-05 19:34:35.688762,1910.6,2023-07-05 19:35:30.559364,-0.04600000000000364,SEÑAL
1910.67,2023-07-05 19:38:35.829431,1910.66,2023-07-05 19:39:41.086778,-0.0009999999999990906,SEÑAL
1910.45,2023-07-05 19:40:46.129006,1910.37,2023-07-05 19:41:49.508898,-0.008000000000015462,SEÑAL
1910.67,2023-07-05 19:41:54.741614,1910.13,2023-07-05 19:42:05.459973,-0.05399999999999636,SEÑAL
1908.71,2023-07-05 19:43:53.114004,1908.54,2023-07-05 19:45:08.899869,-0.017000000000007277,SEÑAL
1910.2,2023-07-05 19:51:20.105225,1909.73,2023-07-05 19:51:47.269270,-0.047000000000002734,SEÑAL
1907.8,2023-07-05 19:52:56.960785,1907.77,2023-07-05 19:52:57.410963,-0.0029999999999972718,SEÑAL
1907.76,2023-07-05 19:59:19.373512,1907.49,2023-07-05 20:00:14.623971,-0.02699999999999818,SEÑAL
